step,posterior_p_L,profit_Y,profit_S,contract
0,0.3,24.75,29.5,S
1,0.15,23.625,27.25,S
2,0.075,23.0625,26.125,S
3,0.0375,22.78125,25.5625,S
4,0.01875,22.640625,25.28125,S
5,0.009375,22.5703125,25.140625,S
6,0.0046875,22.53515625,25.0703125,S
7,0.00234375,22.517578125,25.03515625,S
8,0.001171875,22.5087890625,25.017578125,S
9,0.0005859375,22.50439453125,25.0087890625,S
10,0.00029296875,22.502197265625,25.00439453125,S
11,0.000146484375,22.5010986328125,25.002197265625,S
12,7.32421875e-05,22.50054931640625,25.0010986328125,S
13,3.662109375e-05,22.500274658203125,25.00054931640625,S
14,1.8310546875e-05,22.500137329101562,25.000274658203125,S
15,9.1552734375e-06,22.50006866455078,25.000137329101562,S
16,4.57763671875e-06,22.50003433227539,25.00006866455078,S
17,2.288818359375e-06,22.500017166137695,25.00003433227539,S
18,1.1444091796875e-06,22.500008583068848,25.000017166137695,S
19,5.7220458984375e-07,22.500004291534424,25.000008583068848,S
20,2.86102294921875e-07,22.500002145767212,25.000004291534424,S
21,1.430511474609375e-07,22.500001072883606,25.000002145767212,S
22,7.152557373046875e-08,22.500000536441803,25.000001072883606,S
23,3.5762786865234374e-08,22.5000002682209,25.000000536441803,S
24,1.7881393432617187e-08,22.50000013411045,25.0000002682209,S
25,8.940696716308593e-09,22.500000067055225,25.00000013411045,S
26,4.470348358154297e-09,22.500000033527613,25.000000067055225,S
27,2.2351741790771484e-09,22.500000016763806,25.000000033527613,S
28,1.1175870895385742e-09,22.500000008381903,25.000000016763806,S
29,5.587935447692871e-10,22.50000000419095,25.000000008381903,S
30,2.7939677238464354e-10,22.500000002095476,25.00000000419095,S
31,1.3969838619232177e-10,22.500000001047738,25.000000002095476,S
32,6.984919309616089e-11,22.50000000052387,25.000000001047738,S
33,3.492459654808044e-11,22.500000000261934,25.00000000052387,S
34,1.746229827404022e-11,22.500000000130967,25.000000000261934,S
35,8.73114913702011e-12,22.500000000065484,25.000000000130967,S
36,4.365574568510055e-12,22.500000000032742,25.000000000065484,S
37,2.1827872842550277e-12,22.50000000001637,25.000000000032742,S
38,1.0913936421275138e-12,22.500000000008185,25.00000000001637,S
39,5.456968210637569e-13,22.500000000004093,25.000000000008185,S
40,2.7284841053187846e-13,22.500000000002046,25.000000000004093,S
41,1.3642420526593923e-13,22.500000000001023,25.000000000002046,S
42,6.821210263296962e-14,22.50000000000051,25.000000000001023,S
43,3.410605131648481e-14,22.500000000000256,25.00000000000051,S
44,1.7053025658242404e-14,22.500000000000128,25.000000000000256,S
45,8.526512829121202e-15,22.500000000000064,25.000000000000128,S
46,4.263256414560601e-15,22.500000000000032,25.000000000000064,S
47,2.1316282072803005e-15,22.500000000000018,25.000000000000032,S
48,1.0658141036401502e-15,22.500000000000007,25.000000000000014,S
49,5.329070518200751e-16,22.5,25.000000000000007,S
